drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
TREPROSTINIL,0.075672574,0.05581265,0.06263325,0.008779878,-0.06130322,0.0093545215,-0.06947321,0.14422177,-0.037686545,0.047374822,-0.07740758,0.015048386,0.062001865,0.0065272595,0.18456256,0.06740984,0.056457143,0.14273714,0.0030320932,-0.036826294,0.16799913,0.045525026,-0.026429314,0.16631709,0.040589392,0.10359502,0.100497045,-0.07563836,-0.11007818,0.03267598,-0.07531792,0.082047366,-0.11236917,0.023969013,0.06700984,0.032437935,-0.0035539398,-0.056318197,-0.0004779981,0.033245206,0.07469576,0.0373953,-0.040851176,-0.117666155,-0.1114102,0.022856811,-0.03263427,0.065023586,0.023141744,-0.030042911,0.035897166,0.0065334816,-0.12206522,0.023207175,-0.049003188,0.085556455,0.068003684,0.037754364,-0.027674828,-0.022385284,0.05962532,0.088468,0.042723663,0.071153104
TREPROSTINIL SODIUM,-0.023961317,-0.020884698,-0.014645644,0.007001354,-0.090515025,-0.03424523,-0.033793047,0.041970134,-0.03775168,0.04651305,-0.04771001,-0.0097318515,0.045687165,0.031941034,0.07772107,0.011080846,0.07675495,0.06797029,-0.032455098,-0.0026608137,0.0319517,0.0275,0.045243897,0.12405182,0.052618366,-0.0020083203,0.039161332,-0.01766636,-0.02384959,0.027902659,-0.031691276,-0.00028032897,-0.07493029,0.024872622,0.049015723,0.007591694,-0.016272198,0.03555635,-0.03379898,0.07993345,0.060843136,0.017241823,-0.06890318,-0.055136256,-0.055656213,0.013453708,-0.025213523,0.012048376,-0.025281873,-0.05828253,0.06372205,-0.012644388,-0.055306766,-0.028062465,-0.038877085,0.015545057,0.053282373,1.8037876e-05,-0.045596223,-0.028900592,-0.014153719,0.07068322,-0.0043226336,0.033635113
TRETINOIN,0.00538646,0.002237263,0.008138557,-0.0055420618,0.023205988,-0.007183808,-0.015698217,0.0070437575,-0.013660543,0.006283256,0.020107875,-0.005543865,-0.011615527,-0.011057826,-0.010510165,0.0173863,-0.016989315,-0.010827859,0.0063748434,-0.01692197,0.030681286,-0.016544042,-0.0007653304,-0.0011475681,-0.010523488,-0.015380575,0.035035424,-0.011777029,0.00536968,-0.02236125,0.0067933938,-0.0059849457,0.014434016,-0.015856354,-0.016410543,-0.02013808,0.023974888,-0.012267725,0.012552448,-0.0034621388,0.010172914,0.003028981,-0.0060780826,0.003691011,0.011960208,0.0076779355,0.0022517482,0.009415744,0.008139014,0.035720546,0.009648342,-0.0032317925,-0.0052367607,-0.015611389,0.003308348,0.012315223,-0.0063746097,0.028960187,0.005169406,-0.0031287214,0.009632646,0.010154987,-0.007655899,0.010453549
TRIAMCINOLONE,-0.008665486,-0.010999946,-0.014653212,-0.005844262,0.0037841895,-0.00725873,-0.0038332432,0.012015896,-0.027549785,0.01246146,-0.008188209,0.032711767,0.00598119,-0.006455427,0.027373955,0.0012085047,-0.005479678,0.01824454,-0.012241157,-0.0068192305,-0.011509088,-0.03606238,-0.0047835587,0.04493919,0.0010785721,-0.03544477,0.046431974,-0.024378076,-0.009020463,0.00021599946,-0.0069416836,-0.012201439,-0.009384337,-0.0013917666,-0.014798142,-0.00084929547,0.023130815,-0.024085086,0.0071280724,-0.0053637982,-0.020618659,0.0173271,0.023635738,-0.047947682,0.0014729052,-0.0033413132,-0.005866905,0.00040521633,-0.026812522,0.014285538,-0.004093169,-0.010764398,-0.011213172,-0.016411716,-0.0049825087,-0.014574149,0.022380294,0.0053244815,0.009887299,0.0026937835,0.016451698,0.043250613,-0.006516934,-0.0036659879
TRIAMCINOLONE ACETONIDE,-0.011441346,-0.027576884,0.0005940062,0.012780024,0.011844301,-0.029507078,0.019642932,-0.011753094,-0.01674364,0.025898876,-0.0149111645,0.01920184,0.0077697253,-0.035257608,-0.009452376,0.011217084,0.0029714238,0.057421423,-0.0034883725,-0.011903449,0.041282732,-0.057091556,-0.0051354836,0.055739164,-0.022638598,-0.047169555,0.029133549,-0.018815856,-0.02006126,-0.021071648,-0.010780466,-0.022149837,-0.013742859,-0.023797346,-0.043259405,0.03615187,0.016313974,-0.05123134,-0.006360552,0.016248867,-0.0031109725,0.03376814,0.023144875,-0.026392326,0.0094662085,-0.011088406,0.008942577,-0.005058048,-0.02900731,0.04765281,0.029523473,-0.023013962,-0.014017728,-0.028104264,-0.005246915,-0.008354844,0.013471852,0.027440505,0.015860446,-0.01693126,-0.011619804,0.04540564,-0.042362444,0.023417065
TRIAMTERENE-HYDROCHLOROTHIAZIDE,0.000798329,-0.0074307094,-0.009482864,0.0009858063,0.026261665,0.0025902432,-0.00773709,-0.025124399,-0.023421401,-0.009267081,0.017813645,-4.0054212e-05,-0.009365655,-0.0027005426,-0.027471421,0.0030525932,-0.0046737995,-0.021265408,0.013190916,-0.018003047,-0.029229697,-0.022037772,0.008483103,-0.03917884,-0.0024564462,0.015317448,-0.0041863737,-0.020721037,0.00828168,-0.0012367523,0.002496622,-0.014441787,0.012480553,0.004735265,-0.010903032,-0.037485864,0.012674,-0.021002088,-0.011948921,0.0072132326,-0.018745005,-0.00783858,0.0056257937,0.043027107,0.007463663,-0.008734488,0.008726645,0.017912285,-0.0039483313,-0.0065015145,-0.017349847,-0.0030693088,0.023560168,-0.014004012,0.013014478,-0.0080168545,0.0045824316,0.012728969,-0.006851733,0.008576337,-0.011338181,-0.011710129,0.02311936,-0.01907933
TRIAZOLAM,0.019367134,-0.0028418086,-0.013006073,0.010486707,0.029895164,0.028343666,-0.00026990403,-0.0006650576,0.0035495097,-0.01342791,0.0051367525,0.022776814,-0.0056031696,-0.014674937,-0.029699787,0.0028024868,-0.04364104,-0.0049955435,0.013224269,-0.009988758,0.006851396,-0.021463817,-0.008839331,-0.025670543,0.00039714543,0.009820446,0.0019023682,-0.0032258558,-0.010139338,-0.030124348,-0.0036427202,0.0041954378,0.015235364,-0.017766329,-0.016483553,-0.0050855014,0.015396592,-0.015889393,0.013291178,-0.031346112,-0.03220351,0.016970294,0.008109413,0.008410289,0.011810258,-0.008415706,-0.0009977821,0.0028372358,0.01976217,0.030378653,-0.017672036,0.0025245212,0.015319464,0.01041182,0.003371721,-0.0017227549,-0.007990955,-0.0017237107,0.0082382625,0.0028503237,-0.0031145718,-0.015923586,0.012242449,-0.013562476
TRICLABENDAZOLE,-0.017841447,-0.019469768,-0.010211627,-0.0056035575,-0.0022530658,0.012229755,0.0040171193,-0.03187197,7.2941526e-05,-0.002755698,0.014156275,-0.033012297,0.0018508229,0.012547099,-0.00716791,0.006435301,-0.002032006,-0.011809325,-0.00306667,0.0128166685,-0.035435293,-0.0058592847,0.0205087,-0.042709097,-0.005569007,0.025277525,-0.021992141,0.0019599025,0.015226691,0.015236553,0.002579429,-0.012570691,0.011625607,0.0072352313,-0.0033259783,-0.014104804,0.015948832,0.0076251198,-0.0065334034,-0.0015801069,-0.024871005,-0.0016161193,-0.005886076,0.026553204,0.0073246644,0.00069951185,-1.1264084e-05,0.0062744813,-0.009240609,-0.017178085,-0.016175766,0.024898827,0.040958524,0.00047769703,-0.02033344,-0.020632038,-0.002248764,-0.0013424611,-0.014811163,0.008660421,-0.013150107,-0.031051636,0.02648924,-0.0045145247
TRIENTINE HYDROCHLORIDE,0.0133889215,-0.00079431076,0.002515516,-0.0056350697,0.042358734,0.03021751,0.02279963,-0.021710463,0.012876835,-0.025124587,0.036752902,1.1084179e-06,-0.004852896,0.008857376,-0.019979533,-0.0039558867,-0.037170555,-0.0126313185,0.03041766,-0.0001142787,-0.021916129,0.010574398,0.010678785,-0.05954577,-0.028505413,0.009874734,0.00036880127,0.024603218,0.02410096,-0.0005856241,0.010558543,2.9980545e-05,0.02640557,0.01053269,-0.01054596,-0.017212117,0.018729616,-0.013116876,0.005167329,-0.02184883,-0.037635464,-0.018822685,-0.0017995905,0.020153364,0.0050379396,0.021201836,0.0011358546,-0.019826354,0.02335757,0.032254238,-0.056301232,0.008599099,-0.00058363803,0.007358627,0.031190028,-0.023527559,-0.0041316804,0.005400366,-0.0010603516,0.023325836,0.0075451625,-0.0052242335,-0.0015855832,-0.03958108
TRIENTINE TETRAHYDROCHLORIDE,0.021703675,-0.008544929,0.023498211,0.0020855078,0.027209546,0.023819992,0.013049567,-0.009752696,0.014972983,-0.021263529,0.0154766245,0.012257394,-0.03702901,-0.0077182297,-0.025194144,-0.015673116,-0.047445726,-0.03201493,0.028620861,0.0060338625,-0.023854591,-0.00030304358,-0.017528322,-0.05033251,-0.025089316,-0.0033589993,0.026544861,0.028704422,0.027642718,-0.012133254,-0.003177804,0.004360372,0.035839412,-0.004077926,0.005302869,0.005637415,0.006758974,-0.0038151178,0.0077655534,-0.033035267,-0.04250872,0.020346614,-0.0078047668,0.03439395,0.0050144386,0.004738609,0.0067361537,-0.0035692595,0.008945948,0.018363362,-0.045198712,0.011752315,-0.0048807506,0.008898432,0.03833932,-0.01216619,0.0040048533,0.019729447,-0.013076526,0.022645673,0.0019650066,-0.0076606725,0.008554324,-0.025977707
TRIHEPTANOIN,0.043752946,-0.0033358748,0.036061596,-0.007873783,0.047819775,0.0016988921,-0.008511642,8.615336e-05,-0.0070069158,-0.006142926,0.009787624,0.032169133,-0.009463389,0.032278884,-0.00210246,-0.008129926,-0.05076932,-0.040540013,0.037021335,-0.008256967,-0.018870957,-0.038235724,-0.015963942,-0.036839586,-0.020713614,-0.017956395,0.05645702,0.021300148,0.036882486,-0.036501307,0.038770948,0.013205031,0.045587882,0.014798197,-0.009995204,-0.0030473392,0.002087569,0.00059240416,0.012839332,-0.026911281,-0.024974009,0.026010396,-0.041493144,0.024740085,0.009302376,0.059842072,-0.021478804,-0.016616175,0.0355761,0.047970496,-0.03846113,-0.0051785135,-0.022130134,0.0059479913,0.052172028,-0.002194726,0.013952592,0.061717115,-0.0034869043,0.02735087,0.03231923,0.0070953597,-0.0064078253,-0.022222139
TRIHEXYPHENIDYL,0.00803722,-0.0050973515,0.006969834,8.2966246e-05,0.021769116,-0.00040095422,-0.018774915,-0.022581967,-0.02359248,-0.03479621,0.0065418985,0.00028778383,0.0010663823,0.017511206,-0.013583118,-0.016092738,-0.009485336,-0.031230683,0.021472499,0.0003209053,-0.041003376,-0.0396094,0.0009256362,-0.020387126,-0.016382305,0.014112092,0.023078669,-0.024632823,0.019094115,-0.018077236,0.025819318,-0.004663935,0.004434424,0.008547558,-0.045180872,-0.0057202037,0.01832523,-0.0032196825,-0.002190834,-0.00016735833,-0.009349977,0.0065658614,-0.029342882,0.01158887,0.002824081,0.011939835,-0.014930908,-0.007496469,0.013987813,0.0027560133,-0.0068109273,-0.008127521,0.023312857,-0.0070436066,0.027222771,-0.025612768,0.0073700817,0.015178388,-0.008118529,0.024590751,0.011542991,-0.0004900713,-0.0089171035,-0.018799499
TRILACICLIB,-0.008285481,0.028392222,-0.007991688,-0.013261774,0.0117391925,-0.00042426484,-0.003387376,-0.029011061,-0.011126177,-0.0015763983,0.028967433,0.0056300224,-0.0023518773,-0.0079454975,-0.027285267,-0.013433545,0.0012159306,-0.027510127,0.0358664,-6.5952416e-05,-0.035287444,-0.026762964,0.02120936,-0.024988579,0.015392251,-0.01533458,-0.012554749,-0.010678467,0.02239928,-0.0018771044,-0.0049043787,-0.0057552285,-0.0023561092,-0.009855254,-0.042416465,-0.026551357,0.008961005,-0.019312955,-0.023630803,0.003811597,-0.006620592,0.0028050684,0.019948842,0.037948664,0.009226142,-0.026749937,0.01314307,0.0064196093,0.0031949463,0.003429996,0.00027038134,-0.00012989425,0.028117718,-0.017475974,0.009670137,-0.024657926,-0.0009923262,-0.0065791532,-0.023719728,-0.0018526156,-0.024294041,-0.019284697,0.015346195,-0.018384544
TRIMETHOPRIM,-0.0011509444,0.008142325,-0.0015439176,-0.0031510117,0.027936993,0.008938576,0.015963173,0.014599665,0.015421649,-0.013809341,0.01730152,-0.023043178,-0.006395349,-0.010421141,0.011213484,0.009002622,-0.013476908,0.00038202648,-0.012387931,0.031044165,-0.009223038,0.006939759,0.0037513007,-0.01710854,-0.019967765,-0.018841857,-0.0076911855,0.03400572,-0.013194125,0.01153978,0.003509771,-0.0043686447,-0.006716708,-0.012269021,0.00084327324,0.018965969,0.0121586,-0.0040082396,-0.010670818,-0.014480466,-0.001095058,-0.0018630538,0.0064730956,-0.0016485767,0.025189964,0.0011300934,-0.013524076,-0.007867484,-0.020265799,0.0056291767,0.00398785,0.01198001,-8.186145e-05,-0.023007218,0.007727108,0.005470964,-0.025567502,0.007219026,0.023766207,-0.0073690726,0.0050715827,-0.0007360514,-0.001761204,-0.016163835
TRIPTORELIN,-0.024558904,-0.0066780364,0.013708382,0.012280598,-0.041727647,-0.029132262,0.011193877,0.012466022,0.029087858,0.013743647,-0.0363105,-0.014861492,0.028171707,0.046999622,0.018599518,-0.016217818,0.03140368,-0.0053084386,-0.020491425,0.025759285,-0.0157184,0.037247427,-0.004254734,0.051586248,-0.01430974,-0.010327232,0.038144488,0.00028224263,-0.0044289874,0.026139066,0.014645323,0.001519256,-0.04884284,-0.018838963,0.030485943,0.045430634,-0.036965802,0.009929458,-0.032215632,0.018793339,0.019253839,0.007278305,-0.04129595,-0.030064479,-0.020486468,-0.0020424747,-0.007668596,-0.03433945,0.00782145,-0.004449575,0.020115176,0.005831683,-0.02761866,-0.0033308745,0.0054290458,0.033682574,0.007977724,0.033973876,-0.005075853,0.0009908777,0.024283072,0.0020647077,-0.01573582,0.018934982
TRIPTORELIN PAMOATE,-0.033266958,-0.020698518,-0.021647068,0.002050866,-0.026471913,-0.02906539,0.041406788,0.017299382,0.009708065,0.03978962,-0.015645597,-0.03184262,-0.00071504246,0.009607276,0.004441857,0.00029648448,0.019266482,0.03218667,-0.008392701,0.030284567,0.006408747,0.037928812,0.0062747826,0.039917517,-0.020441294,0.014452267,0.0073881615,0.009207284,-0.0309829,0.036128234,0.0059591336,-0.018914254,-0.024127651,-0.044080094,0.043618385,0.055447724,-0.008735272,0.01648593,-0.04359419,-0.0024039925,-0.018767811,-0.017366761,-0.006794444,-0.052526273,-0.00014920045,0.007090658,0.009849029,-0.055746485,-0.00252567,0.012635035,0.021994738,0.012744964,-0.0068821493,-0.017176902,-0.013117942,-0.024942793,0.020387232,-0.013005585,-0.009274195,-0.032213762,-0.005322628,0.017097708,0.0014840262,0.0029659288
TROFINETIDE,0.04390275,-0.0037424774,0.04688945,-0.0024606048,0.030339327,0.011776928,0.02719051,0.026564004,0.013198061,-0.05508631,0.004102756,0.06949905,-0.009116685,0.015244273,0.011882574,-0.060386583,-0.049902685,-0.02085739,0.016927877,-0.017515885,0.06639623,-0.03838477,-0.049125466,0.01083558,-0.025288336,-0.043420162,0.09956174,0.04019904,0.014923262,-0.05015656,0.03061151,0.030027468,0.018684007,0.0089513045,-0.027234245,-0.03733293,0.021456238,-0.007951761,0.01765162,0.004174017,-0.0029878789,-0.0031531241,-0.062454607,0.034663748,0.022179252,0.08210028,0.008380902,0.0050568306,0.050484344,0.07201713,-0.022458889,0.007840723,-0.05301439,0.077350244,0.0689866,0.017116556,-0.021590171,0.05745875,0.052721307,0.049625814,0.040792406,0.018435622,-0.019731205,0.037532613
TROPICAMIDE,-0.00123989,-0.013077935,-0.018366031,-0.0007934342,0.026299095,-0.005576081,-0.0017921211,-0.009161971,-0.034076724,0.00040696547,0.014524981,0.0066773845,0.0070074634,-0.015084056,0.0140970405,0.012549301,0.011337229,0.021074131,-0.015304014,-0.033042096,0.020998126,-0.035374068,-0.005073306,-0.020915635,0.017697321,0.006220905,0.039719786,-0.01483736,-0.018479776,6.5584965e-05,-0.014563358,-0.033099305,1.4325061e-06,0.0091265915,-0.0016352423,-0.017288566,0.050194453,-0.023460995,0.02091464,-0.0088803,-0.01454251,0.0050439117,0.025235277,0.0049687102,-0.0063491454,-0.022181204,0.0050610807,0.03522675,-0.016492797,0.005916397,-0.0016072108,-0.011387795,0.013074601,-0.031571064,-0.041943587,-0.015969276,-0.006141582,0.0023986076,-0.005470285,0.0025987185,-0.00020983392,0.046859767,-0.014812951,-0.013047949
TROSPIUM CHLORIDE,-0.014453434,0.009586137,-0.013810732,-0.017961062,0.0041985735,0.021191737,0.005733852,-0.0047735823,0.005429617,0.018634858,0.006272321,0.0010775989,-0.018024914,-0.033461917,-0.018599521,0.014490922,-0.020521542,-0.02139909,0.007982168,-0.002665041,-0.024189934,-0.0022743708,-0.007252214,-0.029032549,0.013389352,0.030777885,-0.02854083,0.0029705323,0.011771207,0.010844299,-0.006929194,-0.0067045274,0.0038985247,-0.0063345097,-0.011126376,-0.013900501,-0.0024527945,-0.0045526265,-0.0028922556,-0.008923463,-0.03899727,-0.023653781,0.04551948,0.016282331,0.020122282,-0.029039841,0.008898357,0.025768979,-0.0052202153,-0.022577504,-0.029191464,0.009710335,0.021010648,0.0033967672,-0.012165822,-0.032083433,-0.03331544,-0.020001473,-0.016308697,0.010166983,-0.04317946,-0.030890731,0.012042127,-0.026710395
TROSPIUM CHLORIDE\XANOMELINE,0.022671124,0.012351804,0.019917695,-0.026767202,0.048107773,0.022114104,-0.02340186,-0.008256043,0.027835865,-0.030308014,-0.0014000118,0.029242225,-0.0070525194,-0.017339451,-0.0057880282,-0.010592124,-0.04321475,-0.020280503,0.037030164,-0.010573834,-0.0046019964,-0.025018925,-0.014011511,-0.022989929,-0.0031538233,-0.0016332432,-0.0040367595,-0.003527212,0.0045391745,-0.04248431,0.0020151138,-0.0001946288,0.03228944,-0.011355487,-0.023647722,-0.0026333437,-0.005710488,-0.031006305,-0.00085419515,-0.0013401007,-0.0079697305,0.025163414,0.028605308,-0.0061277593,0.0194733,0.019174205,-0.005149757,0.006416141,0.032368723,0.021520503,-0.029604668,-0.0013828755,-0.0013716887,0.011910804,0.0010784918,0.0042634937,0.0054995897,0.023315277,0.0061180433,0.004875132,0.0017419943,-0.0194361,0.0002590571,-0.0030569676
TUBERCULIN PURIFIED PROTEIN DERIVATIVE,-0.0057025,-0.02629622,0.0020538697,0.0017183791,-0.0062232777,-0.04427411,0.010094448,0.0015954986,-0.01085417,-0.015505819,0.00784993,-0.0018163862,-0.008741366,0.044159096,-0.0054473756,-0.010167233,-0.0027342525,-0.027036764,-0.014294379,0.01791489,0.00937329,-0.03411448,-0.0069026933,0.011379357,0.0017889041,-0.011958746,0.042876966,0.023250204,-0.018615138,-0.0054195127,-0.008224373,-0.024971178,0.009884111,-0.0075304504,-0.021591073,-0.008519976,-0.008392517,-0.020086797,-0.0066168895,0.027795523,-0.004922649,-0.030964088,-0.039016515,-0.014212438,0.015753834,0.044792946,0.013757695,-0.027398564,0.008104701,0.03994145,0.006259078,-0.001238292,-0.0021742543,-0.031107783,-0.009808705,-0.0058295117,0.004694046,0.022295147,0.023482965,-0.0010468274,0.01988113,0.031849273,-0.0018110222,-0.025587492
TUBERCULIN PURIFIED PROTEIN DERIVATIVE (MANTOUX),0.0030673905,-0.0065955296,-0.006555147,-0.005317636,0.005309043,-0.0070273574,0.007759955,-0.011999169,0.020431578,-0.019146474,0.02371393,0.017182892,-0.019644968,0.014464799,-0.020839147,-0.013470467,-0.024445703,-0.030844368,0.008264341,0.0070888917,-0.045650624,-0.045282654,0.00535145,-0.029622708,-0.007484624,-0.013638933,0.0012045605,0.00033893294,0.035552014,-0.015128598,0.0031041068,-0.011431317,0.020325946,-0.013530344,-0.033484668,-0.020910192,0.009820606,0.003323012,-0.023843955,0.0007062353,-0.0120240785,0.008247536,0.007810508,0.01602743,0.007991429,0.02914835,-0.00797918,0.0053431117,0.00069823564,0.011021755,-0.02321118,-1.4987963e-05,0.01838801,-0.028447183,0.011528824,-0.013008146,0.006988614,0.027033156,0.009354952,0.020727351,-4.9538394e-05,-0.006902928,0.01195496,-0.032756634
TUCATINIB,0.03751584,0.0068248156,0.010536311,-0.0020732111,0.022102972,-0.0036229477,-0.005717944,0.0099754315,0.001995356,-0.0067138257,0.021111153,0.03992394,-0.00932835,-0.06743002,0.0368806,-0.012108614,-0.0014487265,0.036049172,-0.024608037,-0.01951221,0.083965234,-0.029037872,-0.03902824,0.009784827,0.010103884,-0.007415877,-0.012525122,0.007873382,-0.016671728,-0.0032889287,-0.047197223,0.03887438,0.008741778,2.1306583e-05,-0.028596262,-0.008457631,0.0004707129,-0.014013492,0.01689557,-0.0052291555,0.029757028,-0.036390714,0.015153264,0.018442262,0.01426214,0.006380858,0.014494911,0.016249524,0.0056735277,0.0209839,-0.041091662,-0.011648364,-0.003508867,0.02689524,0.009740031,0.0060175,-0.04080736,-0.012523247,0.034312066,0.024435278,0.0073775025,0.0076522673,0.010669026,0.04218636
UBLITUXIMAB,-0.02209189,-0.0027189618,-0.016382832,-0.006102568,-0.051882695,-0.035758227,-0.019941013,0.00071041833,-0.032027103,-0.010603894,-0.007466813,-0.030859463,-0.0030666497,0.046899047,-0.0005580471,0.0067738895,0.023905335,0.006833216,-0.012190299,0.008187583,-0.029008094,-0.022889577,0.009957287,0.0062105698,0.014809532,-0.00671398,0.031091936,-0.009242173,0.0006169786,0.018906863,0.020297673,-0.013326304,0.003045111,0.025168054,-0.004063858,-0.036627963,-0.0013990611,0.005721996,-0.010457343,0.013147643,0.001472994,-0.021115324,-0.014514993,-0.013842951,0.000721496,0.016837118,0.004764253,0.0046031564,0.033187855,0.0025449386,-0.0044782544,-0.029466562,-0.016483663,-0.051922426,-0.013601304,-0.00024696375,0.0127471415,0.014292506,-0.0034805725,-0.029691713,-0.022593753,0.025730606,0.010181437,-0.030276015
