drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
LIDOCAINE,-0.011194294,-0.017500194,-0.014845293,-0.014624384,-0.013281686,0.02323038,-0.0075967233,0.014280226,-0.011351733,0.03065019,-0.011611467,0.01880914,0.0120464135,-0.0005651118,0.0005610931,-0.0101642925,0.0090608625,0.025504919,-0.015383799,0.010319268,0.05892637,0.006392501,-0.013086074,0.04671493,-0.015105929,-0.048640437,0.03849447,0.0089743,-0.056811903,0.009627591,-0.0042501204,-0.026708603,-0.06403081,-0.039037365,0.0072680977,0.04930856,0.03135511,0.0107749095,-0.011773758,0.042157795,0.03174264,0.022618435,-0.0150072975,-0.020331709,-0.012226286,-0.0016697912,0.03590257,-0.027543746,-0.01930267,0.017342025,0.07005225,0.004424393,-0.018078903,0.0049327286,-0.057187933,-0.0006412993,0.04206063,0.0017587714,0.030275352,-0.023296215,-0.018331314,0.050629508,-0.0369727,0.04415024
LIDOCAINE HYDROCHLORIDE,-0.010272954,-0.0150539465,-0.0012114517,-0.0030135808,-0.02682218,-0.03400475,-0.009609548,0.013121575,0.011726931,0.042002726,-0.027565315,0.033485398,0.0054629077,0.001807516,0.030928738,0.0038650704,0.020317785,0.024010459,-0.005940653,0.012997708,0.039120775,-0.016028095,-0.0035330385,0.06913965,-0.008267536,-0.029042684,0.029395072,-0.014208732,-0.029559731,0.015448548,-0.021891462,-0.0027211553,-0.04181553,-0.024596002,0.0035349224,0.03249957,-0.0073063676,0.01312798,0.018875955,0.038889926,0.036583688,0.019157177,-0.020109374,-0.04038499,-0.028003985,0.012173488,0.021935128,-0.025616078,-0.035611164,0.009366668,0.04454062,-0.0026174856,-0.0280405,-0.0012335797,-0.04006101,0.023444334,0.01228576,-0.00088802807,0.005849864,-0.004213397,0.014486798,0.037280798,-0.019751612,0.039625812
LIDOCAINE HYDROCHLORIDE\LIDOCAINE HYDROCHLORIDE ANHYDROUS,-0.01773113,-0.0014061659,-0.02615163,0.00096411054,-0.004867228,-0.0039985306,-0.019439992,-0.015825285,0.0026247858,0.0039031897,0.0032384312,-0.01614047,0.0055474816,0.014292569,0.005155197,0.008391445,0.0010836853,-0.015883012,-0.0090464065,0.019364605,-0.01846561,-0.0029692666,0.01748054,-0.023286588,0.017582886,0.0012474792,-0.003301923,0.0043980386,0.0026717621,0.020059139,-0.0045092516,-0.009404218,-0.017683297,0.009665218,0.00035233502,-0.018765528,0.00046777958,-0.0038978236,-0.024151543,-0.009051135,0.009012291,-0.007752694,-0.0021509263,0.019176641,-0.003500906,0.001537725,0.005699018,0.0043883137,0.008815755,-0.02624235,-0.003739036,-0.0098255025,0.025297066,-0.025690196,-0.003113585,-0.008353245,-0.013378646,-0.0017223066,-0.016181415,-0.0020185257,0.006573985,-0.012304751,0.005078565,-0.014472678
LIDOCAINE\MENTHOL,-0.005916675,-0.00052227196,-0.031433668,-0.008579387,0.011951501,-0.0123524945,-0.002191493,-0.011727254,0.0026340848,0.0011869961,0.018471228,-0.026492542,0.00022285435,-0.002232838,-0.019996645,-0.014914279,-0.018561782,-0.015328342,0.0068836235,0.0060079102,-0.022338323,-0.023939256,0.014413571,-0.019569429,0.01791639,-0.00096734025,-0.017202156,0.011913594,0.018995607,0.0120118465,0.0072089066,-0.0088608395,0.0013091653,0.0051989756,-0.009257485,-0.019239891,0.020138836,-0.011776064,-0.008974224,-0.0007354066,-0.035612814,0.003338145,-0.00015475231,0.03756875,0.025064575,-0.017926905,0.0069471146,0.0018951995,0.0036418352,-0.009364876,-0.014796525,-0.026698492,0.0077221715,-0.0072365925,-0.00014759948,-0.0106266625,0.0009800184,0.009916008,-0.012561833,0.0071587814,-0.008726659,-0.0044704736,0.016150547,-0.02742488
LIDOCAINE\PRILOCAINE,-0.024624145,-0.0048035826,-0.011682277,-0.0076889996,-0.010340995,-0.0050283214,0.005033363,-0.0018876496,-0.016887533,-0.013813345,0.026987223,-0.023147829,0.0033200877,0.031523433,-0.012630177,-0.012188291,-0.015835028,-0.017226372,-0.025743645,-0.0083374595,-0.036255706,-0.024934813,0.011687286,-0.024914293,0.0024210915,0.012603087,0.016948527,0.012946571,0.024319261,0.011736013,0.009646077,-0.017186025,0.007931652,0.0072130715,0.007888343,-0.009659345,0.036383487,0.011896543,-0.0052330727,0.013354726,-0.028987352,0.010959715,-0.00458871,0.019114772,0.0020509523,0.000119250646,-0.0063659074,0.0018390173,-0.017597575,0.010240875,-0.005806798,0.010844471,0.0060464307,-0.016172837,-0.0129306335,-0.015952202,0.0149101,0.007469887,-0.009873332,-0.00243196,-0.004373588,0.013892719,-0.00060245395,-0.030213354
LIFILEUCEL,-0.016396064,-0.0017213491,-0.040681977,0.011673204,-0.049674664,-0.016413053,-0.014275954,-0.031891823,-0.0076471767,-0.0060690646,-0.003450486,-0.019191751,0.028334651,0.017280538,-0.013067337,0.008295523,0.008171428,-0.038382087,-0.011743883,0.0054294495,-0.04566525,0.014099959,0.024983555,-0.002952524,0.04132443,-0.003889478,-0.0043175383,-6.14034e-05,0.004689187,0.010131985,0.010838678,-0.017749162,-0.03720398,0.009436744,-0.0002483804,-0.012884206,-0.017337818,0.03747042,-0.016249562,0.016483154,-0.0092413025,0.0022650252,-0.022434944,0.031722132,-0.02401811,-0.012852614,0.005312403,0.008476845,-0.020603081,-0.03235034,0.016906083,0.006474255,0.022966135,-0.011770648,-0.011877245,-0.03016507,0.016078254,-0.015056279,-0.03038258,0.004474868,-0.033155754,-0.010490893,0.008310487,-0.011944496
LIFITEGRAST,-0.013377141,0.01605873,-0.013773233,0.002516595,0.0051949453,0.028529733,0.011536056,-0.013712164,-0.03849156,-0.008047594,0.033511814,-0.004569398,-0.046830434,-0.002708278,0.0011966388,0.014952379,0.022801392,0.03430861,-0.043397553,-0.0130342785,0.044599578,-0.024537189,-0.011369102,-0.011898388,0.050734997,-0.014672526,0.011232079,0.007955646,-0.014994059,-0.017085299,-0.00029131083,-0.031689666,0.0023671964,0.014200202,-0.006044084,-0.025787251,0.041702516,-0.016325338,0.018290851,-0.010237906,0.010606699,-0.009308079,0.023638655,-0.010980404,0.063042454,-0.048757456,0.011788666,0.047076575,-0.009631153,0.021328831,0.009280561,0.0059608733,0.009061575,-0.025313327,-0.036343545,-0.0110989055,-0.017034238,0.009849157,0.029848408,-0.009085879,-0.026145492,0.04715911,-0.005319661,0.02912402
LINACLOTIDE,0.04060938,-0.00489872,0.0016205341,-0.0012692295,0.028863939,0.029530112,0.029077437,-0.001341671,-0.034295954,0.013273255,0.0061487146,0.021990499,0.009546197,-0.036271896,0.040205788,0.02010778,0.015658565,0.036439802,-0.017708197,0.0034669538,0.02853889,0.0024858315,-0.019661637,0.014694936,-0.009983457,0.042137995,0.03789926,0.010598822,-0.0053441427,0.027417084,0.0015929354,0.0055518593,0.023642756,-0.00040230763,0.028435817,0.02020956,0.0424946,-0.0472089,0.022021424,-0.04758131,-0.023349328,-0.016139379,0.015576753,-0.041055236,0.0019054991,-0.027626315,0.017380582,0.0149590345,-0.004744755,-0.005083246,-0.0008975659,-0.0041169534,0.004509338,0.010780286,-0.028299795,0.0008734666,-0.03274483,-0.029129073,0.037766624,0.024130244,0.03790721,0.0151001,0.017302848,0.022292633
LINAGLIPTIN,-0.029025631,0.020196475,2.6681484e-05,-0.01936493,0.011968341,0.026482737,-0.02917885,-0.01903908,0.02418021,-0.020018902,-0.02234823,0.042695697,0.031535737,-0.06471166,0.0028460051,0.027186118,-0.0014205681,0.013086853,0.032129496,-0.02594697,0.035856746,-0.026504511,-0.01190154,-0.040708743,0.016746499,-0.0036851694,-0.037071187,-0.048668846,0.0027450381,-0.014242943,-0.004599095,0.035126925,-0.015525262,-0.017450178,-0.036788326,-0.01922211,-0.0025121982,-0.012172219,0.00988581,-0.0073397476,-0.02259104,0.026398767,0.052146055,0.011250546,0.018787533,-0.043021854,0.0073910174,0.04669867,-0.00080858823,-0.005607201,-0.0023453748,-0.011362692,0.019797187,0.03118205,0.030502923,0.00242673,-0.017120693,-0.013125252,0.0003154092,-0.0047394074,-0.003393946,-0.03716367,0.012508926,0.037358068
LINAGLIPTIN\METFORMIN HYDROCHLORIDE,0.020096222,0.0060580354,-0.004667875,-0.0128111495,0.019605625,0.0076732333,-0.0049869088,-0.010535913,0.017788948,0.0027243267,0.005809568,0.004269906,0.0063836207,-0.034803353,-0.00646786,-0.004539201,-0.034896184,-0.0034228007,0.0061266352,-0.010298441,-0.0009232321,-0.025340933,-0.002387024,-0.040889286,-0.0074436963,0.007648017,-0.016080264,-0.012678603,0.012501086,-0.0065227696,-0.0056840484,0.0035135003,0.008201134,-0.012293287,-0.01968496,-0.019031405,0.0013300215,-0.017325712,-0.017571457,-0.017365962,-0.039739262,0.008582265,0.036182553,0.02358387,-0.008011323,-0.024426041,0.009335878,0.020823156,0.025128456,-0.0061975485,-0.02624617,-0.016887303,0.008112506,0.008612627,0.013966895,-0.012895716,0.012376528,0.017241646,-0.015055175,0.018571164,-0.0025623348,-0.03447684,-0.0007303227,0.0038161797
LINEZOLID,0.022938449,0.019047087,0.016902637,0.011733109,0.023278302,0.004292496,0.0012915015,0.039443087,0.032708973,0.00020125789,-0.051698763,0.012771552,0.006799283,0.028701387,0.013429533,0.024607632,0.014903678,0.052991595,0.0037910778,-0.04159567,0.046133857,0.028597096,-0.01841095,0.04499182,-0.005275726,0.026234139,0.036205776,-0.015335029,0.006603468,-0.0055688103,0.012911741,0.01694424,-0.026146634,-0.048646662,0.012022274,0.045389626,-0.03673955,-0.01994515,0.00355744,0.034124494,0.01683445,0.015510325,0.005342404,-0.04170318,-0.011417051,0.022139737,-0.013683946,0.027203653,0.0041343216,-0.005327938,0.033722583,0.025380071,-0.018616624,0.06042205,-0.05508654,0.018063216,0.013730924,-0.013811679,0.033570338,0.0020940115,0.018193848,0.025539963,-0.025347333,0.03459126
LIOTHYRONINE,0.005076668,-0.015268721,-0.0038058576,-0.016355168,0.00949179,0.008792087,-0.004475387,0.021227205,-0.0010794431,-0.0007455582,0.012055772,-0.003827373,-0.01325987,0.011096197,0.0043646647,0.0040968927,-0.021604938,-0.0052197017,0.00958169,-0.0007886606,0.0020248888,0.011545731,0.0009992336,-0.019831661,-0.014621338,0.020118272,-0.010448294,0.018833414,-0.007921176,0.0045979917,0.005989385,-0.012928137,0.015791457,0.015487283,0.019802926,0.014320767,0.0060101408,0.005921157,0.006699603,-0.02290123,-0.007986427,-0.009122916,0.0065798736,0.0027508163,0.008697883,0.033318523,-0.009881931,-0.011109362,0.012748613,0.009871798,-0.028844563,-0.0011802842,0.018681124,0.0012968349,0.021808954,0.0033339432,-0.009396835,-0.011509031,0.008634629,0.008498849,0.027743965,-0.009258392,-0.00276867,-0.028034592
LIOTHYRONINE SODIUM,-0.004453689,0.018203001,0.007078605,-0.012593188,0.012732603,-0.0035924877,-0.001309255,-0.02172397,-0.012558916,-0.01578417,0.012566652,0.016303688,-0.017835068,-0.05163117,-0.0023448598,0.004660946,-0.013129439,0.0068565123,0.005940598,-0.026715407,0.022648973,-0.036726505,-0.027637016,-0.014860812,-0.008521368,-0.0067543983,-0.011206396,0.001829425,-0.0003971624,-0.01318941,-0.014676775,0.021696502,0.01335421,0.021529302,-0.03768074,-0.025975099,4.951876e-05,0.002140499,0.018156948,-0.008152044,-0.0024823523,-0.010058814,0.03808184,0.020326566,-0.0047615827,-0.004739954,0.019245075,0.016175302,0.02391001,0.008013199,-0.020481765,-0.009492968,0.0030110779,0.0010621618,0.007219037,0.002318994,-0.032782547,0.0025062026,-0.008041243,0.019020893,0.02019434,-0.013654883,0.012654303,0.023478484
LIRAGLUTIDE,-0.04753909,-0.025109092,0.0033416306,0.027587144,-0.048319515,-0.06886869,-0.001225995,-0.006486636,-0.0008925618,0.01361995,-0.02317947,0.021381006,-0.0016229737,0.016971001,0.035477318,-0.036104005,0.07644214,0.041132182,-0.026923781,0.009746204,0.0051373513,-0.014974973,-0.016985985,0.07495253,0.003669622,-0.051015798,-0.014090672,0.001248344,0.0024025012,0.02457014,-0.025273852,0.005236179,-0.05753955,0.018090108,-0.057144396,0.02075915,-0.02925504,0.028393317,0.00548029,0.057039604,0.08545139,0.027784972,-0.05428444,-0.033772916,-0.0229443,-0.0015206642,0.03404434,0.01305973,-0.034061424,-0.012826733,0.059422124,0.0053340187,-0.013143766,-0.025376799,-0.023183562,0.040607646,-0.0070565655,0.014014888,0.012667718,0.0006113478,0.012548335,0.05182968,-0.028363861,0.04868536
LISDEXAMFETAMINE,0.02076166,-0.007527771,0.029493392,-0.013805428,0.021935988,0.035865486,-0.0006836744,0.022422502,-0.00019843152,0.007275538,0.025790773,0.017738003,-0.0010989066,0.0065132785,0.014757119,-0.020299867,-0.0381686,-0.017434929,0.0071867486,0.0012108157,-0.0045562107,0.007828435,-0.008914727,0.0034560894,-0.032591958,0.015480132,0.027181866,0.020626938,0.021351494,-0.0067374236,0.009249951,0.00015002697,0.033606898,0.029839888,-0.0020296003,0.007697376,-0.012709062,0.0034439336,0.034315776,-0.028216984,-0.0017347607,0.013697995,-0.0092227,-0.005890639,0.0024950479,0.04878311,-0.027545238,-0.010945324,0.026390247,0.02205454,-0.016906045,0.0123166675,0.004704444,0.0061064106,0.03454838,0.010912078,0.0018883279,0.011044203,-0.010888395,0.020748194,0.013589228,-0.039555524,-0.019426906,-0.025802908
LISDEXAMFETAMINE DIMESYLATE,0.04991272,0.014100927,0.04907282,-0.004081779,0.052167136,0.036019277,-0.021473646,0.035319254,0.015726086,-0.0009495275,0.00013836169,0.022636455,-0.0021583675,-0.008070525,0.015025167,-0.0068885316,-0.04386684,0.008427544,0.03152446,-0.02034884,0.07879085,0.013313556,-0.040836655,0.0029968512,-0.02684225,0.014889355,0.037658595,-0.00576223,-0.004340229,-0.020043697,0.003284618,0.033067252,0.0240021,0.012220408,0.037004035,0.026871802,-0.011639692,-0.021234179,0.0072573205,-0.025467688,0.026211131,0.021925082,-0.009379673,-0.011900612,-0.0069900486,0.054354206,-0.01963564,-0.026610265,0.02038953,0.03879772,-0.0016559163,-0.0015119454,-0.056541406,0.06770375,0.0559744,0.033036407,0.0007132068,0.03383254,0.021076573,0.01849252,0.012361223,0.005049094,-0.022148073,0.01435961
LISINOPRIL,0.018508317,0.020341104,0.01415468,0.008206575,0.035372466,0.01248851,0.003977153,0.034175303,0.039355736,-0.00096432725,-0.027856508,0.00046451332,-0.019635497,-0.024574658,-0.022899287,-0.0025896325,-0.0075381203,0.0186434,-0.009121589,-0.014209388,0.018078372,0.0010147704,-0.033193074,0.013176288,-0.013639881,-0.005602379,-0.01850202,-0.003899345,-0.0038695878,-0.015658652,-0.0053597367,-0.01330148,0.012860316,-0.019540034,-0.0007321215,0.02254704,-0.011549027,-0.022479484,0.016547464,-0.0036360805,0.0109894425,-0.0005690062,0.020709226,-0.04338675,-0.0003112129,-0.0053471043,-0.013103057,0.033958137,0.034532163,0.019311951,0.0119359335,-0.011955291,0.010492826,0.016470501,-0.010165363,-0.009780966,0.0010206751,-0.01040855,0.02388326,-0.008673041,-0.021506775,0.00146881,-0.023513364,0.028363554
LISOCABTAGENE MARALEUCEL,-0.034394197,-0.005965525,-0.010363699,0.023690766,-0.03753994,-0.035896216,-0.006587555,0.003388147,-0.005083636,0.0013865585,-0.011421733,-0.0038441822,0.038971823,0.011428136,-0.020888545,0.008082172,0.040215652,0.0028216895,0.0017968281,-0.009391113,-0.008092292,-0.032003302,0.03993787,-0.0046238396,0.022056049,-0.0021151411,-0.006750542,-0.034561135,0.0022913418,0.009105914,-0.009006972,0.005509984,-0.030103477,-0.006388421,-0.0063278433,-0.005507583,-0.0066364957,0.004671985,-0.015667101,0.034891948,0.01244861,0.024625855,-0.0037566202,0.0031380656,-0.022643665,-0.010864357,-0.0093987,0.026121275,-0.011673689,-0.035419423,0.02989491,-0.007547197,0.003865351,-0.016390894,-0.016453536,-0.0012885651,0.025650809,-0.0032918728,-0.033600662,-0.016693719,-0.03190509,0.033854347,0.009553751,0.02270029
LITHIUM,-0.008567434,0.010108347,0.020639542,-0.017278936,0.018533977,0.00086923206,0.0034039223,-0.011783576,0.019792382,-0.0032185768,0.036751114,2.1483773e-05,0.00016609547,-0.020524245,-0.0074128956,0.0056889514,-0.024621397,-0.004404456,-0.015967699,-0.009068152,0.022945782,0.003915451,-0.018578468,0.014663469,-0.0384837,-0.034418162,-0.013632484,0.017522937,0.0022971134,0.022196578,0.0074615413,-0.004393775,0.0069849268,-0.009435731,-0.0037508246,0.0047544795,-0.015288791,0.011165443,0.027932717,-0.001673353,0.008896333,0.0057029123,0.038946986,-0.04340499,0.014576341,0.025223365,-0.0025452394,-0.020349111,0.02767966,0.03503826,0.014520224,-0.012640394,-0.00563035,-0.0045287027,-0.00822753,0.015860325,-0.02671704,0.0012767181,0.029873068,-0.027315414,-0.0005250548,-0.015538675,-0.021295175,0.012633544
LITHIUM CARBONATE,0.00367429,0.012546226,0.014081784,-0.013000249,0.026470408,0.013737306,-0.005342598,-0.0034981533,0.01327845,-0.010679478,-0.0043465695,-0.0058966395,-0.0033436022,-0.02020007,-0.0051997975,-0.00039000835,0.0039625275,-0.0004025705,0.010432433,-0.021507438,0.0007495541,-0.0011200119,-0.0008965322,-0.031323463,-0.021761615,-0.008009402,-0.01734701,-0.010476352,0.008339315,-0.0045208214,-0.013145183,0.013121061,-0.013140445,0.0071311044,0.0002412757,-0.013205223,-0.013762405,-0.02116094,0.0064429054,-0.011250012,-0.005977554,0.00041283638,0.026016334,0.015047445,-8.965265e-05,-0.013582352,0.01324523,0.010651363,0.015724774,0.0016486899,-0.025973909,0.016041677,0.0013173412,0.026342569,0.007278545,0.00444609,-0.010879688,0.01208992,-0.007714105,-0.0025138299,0.0017742888,-0.0069007203,0.013924979,0.02329119
LOMITAPIDE,0.021761836,0.009342328,0.007680044,-0.005866111,0.03780502,0.0297257,0.0025223994,0.00044473028,0.016448013,-0.018853063,0.0034345991,6.8519446e-05,-0.008977633,0.015145137,-0.016417027,0.0013124589,-0.046800256,-0.02494467,0.01404431,0.0055583725,-0.0086549455,0.0019610107,-0.008020961,-0.05260983,-0.014518502,-0.0056604035,0.010711017,0.00822744,0.010247353,-0.01544135,0.012659737,-0.005229063,0.03936164,0.006323652,0.0032200946,-0.017052906,0.008750286,-0.0066182227,0.005556216,-0.02596881,-0.019399362,0.0040614274,0.015581439,0.02433933,0.016696943,0.022928683,-0.007709052,-0.0072221975,0.008646615,0.0059506637,-0.037918992,0.0112328725,0.017124677,0.0027674309,0.044393506,-0.0016058959,0.0010544786,0.010452675,0.0077720378,0.02905213,0.024999315,-0.022769555,0.020639464,-0.027596481
LOMITAPIDE MESYLATE,0.005720699,0.006070859,0.023065958,-0.00036899245,0.02216243,0.019969376,-0.006269783,-0.0041252235,0.0050846706,-0.0044836393,0.029619675,0.02919904,0.0039204033,-0.020944346,-0.016769093,0.0069008996,0.002899628,0.009311413,0.01897485,-0.008960783,0.027406868,0.0005668729,-0.00745286,-0.04066419,-0.0036064973,0.013422942,0.016397962,0.0014358036,0.014725505,-0.025655229,-0.0021997264,0.007965415,0.010822352,-0.010084933,0.0062476415,0.0014457471,0.0072443774,-0.001449014,0.006743999,-0.031607825,-0.01030872,-0.0048258747,0.02561858,0.035706963,0.017745608,0.008933925,0.005054381,0.013561366,0.011185007,-0.00041182688,-0.023893304,0.00854722,0.011307226,0.045747723,0.020886086,-0.003797127,-0.0014783898,-0.00837843,0.008941576,0.017876992,0.01852688,-0.020162404,0.011472558,0.009901694
LOMUSTINE,0.008618171,0.01169155,-0.009811285,-0.009669005,0.004148137,0.017740551,-0.012443139,-0.019636873,0.030001888,-0.0118981665,-0.004204164,0.00971235,-0.0040510804,-0.03874703,-0.028336119,0.006465022,-0.01124814,-0.0065366817,0.023282165,-0.037684184,0.014542426,-0.025301185,-0.0045890035,-0.03884826,0.0024543272,-0.0087681,-0.01710421,-0.014144393,0.018701527,-0.020022115,-0.0008304479,-0.005607775,0.014780142,-0.0058174273,-0.019139351,0.0018509496,0.0019086865,-0.0028028148,0.014882691,-0.0050165094,-0.0036717248,0.016134087,0.0092292875,0.0389312,0.018294776,-0.003280226,0.0047229268,0.0065760375,0.014088667,0.010402274,-0.02266522,-0.003471481,0.008428246,0.011410128,0.032223493,-0.011816593,-0.0063628526,0.007181411,-0.0021531808,0.0061954684,-0.005496692,-0.021273311,0.0074295686,0.035929155
LONAFARNIB,0.00020854181,0.0017055789,0.014707497,-0.0053211045,0.026860338,0.0057204887,-0.010039378,-0.004554628,0.0040579033,0.010550799,0.0030281693,-0.009385428,-0.01602194,-0.015061153,-0.035373367,-0.0051961956,-0.038804647,-0.029747488,0.036523655,-0.011977242,-0.015425029,-0.029507589,0.016306242,-0.024905222,0.0021684014,0.001994155,0.0080128275,-0.014925935,0.017461162,-0.008876554,0.010977166,0.0036748212,0.016233418,0.0097593535,-0.017882213,-0.016013233,-0.009574076,0.0018295288,0.0145375,0.00038661037,-0.027166644,0.00091579097,0.008399789,0.026570275,0.010557296,0.008916836,-0.0034903642,0.011319911,0.0018823112,-0.0016194999,-0.018975321,0.013270272,0.022924459,0.00896091,0.009861325,-0.014289551,-0.012675602,0.022515338,0.00042923336,0.024729872,0.0113253435,-0.041626245,0.008210432,-0.007780536
LONAPEGSOMATROPIN-TCGD,-0.022885246,-0.028953476,0.0052350233,0.014311365,-0.05824423,-0.05826461,0.0023196917,-0.011353264,-0.015375956,0.011490312,-0.007605997,-0.024855893,0.038412172,0.06784905,0.016408507,-0.040787198,0.011464562,-0.028568285,-0.015392015,0.04207325,-0.05774123,-0.0045802407,0.03258353,0.026098702,-0.0037722727,-0.018959561,0.009156337,0.03685129,0.02297723,0.041888077,0.026480416,-0.0042955712,-0.03174173,0.0073032305,0.0077924263,-0.011315387,-0.0013672344,0.05894748,-0.027107488,0.04006323,0.020785566,0.01814709,-0.08653034,0.005159803,-0.01770344,0.05222387,-0.03385545,-0.040070023,-0.011081311,0.00714518,0.028995922,-0.018002328,-0.030483704,-0.028485253,0.009112604,-0.006949838,0.045268323,0.024239842,-0.020345187,0.0040045613,0.028205704,0.03378858,-0.024102388,-0.030892123
LONCASTUXIMAB TESIRINE-LPYL,-0.025805872,0.01663739,-0.015791142,0.025229381,-0.04739431,-0.031825867,-0.0030478954,-0.021795152,-0.0041964585,0.009677746,0.003139694,-0.004950047,0.022102812,-0.011133427,0.0117160855,0.014479956,0.038910225,-0.009603274,-0.011440177,0.009375658,-0.024305739,-0.0058848453,0.0262284,0.011174372,0.046030376,-0.011298589,-0.04684292,-0.025248894,-0.0069275456,0.017872795,-0.016421393,0.020878293,-0.016088834,0.020729711,-0.014174254,-0.0025238784,-0.032284215,0.02572964,-0.014544325,0.02223245,0.015650474,0.014083295,-0.00081415195,0.01774708,-0.04292097,-0.032354727,0.0033210556,0.0068185497,-0.026723048,-0.03963101,-0.005722253,-0.01037417,0.026022933,-0.008660321,-0.014429162,-0.0063647493,0.0004885239,2.2543918e-05,-0.039424703,0.01824761,-0.036670774,-0.02377703,0.0023979307,-0.00024215385
LONOCTOCOG ALFA,-0.012426236,-0.041061603,-0.004700981,0.0010229726,-0.030643523,-0.040863413,-0.0073388433,-0.0051685204,-0.015854347,0.0031462035,0.00078806124,-0.033358656,0.0010265709,0.033246517,0.00088077073,-0.025408266,0.00820854,-0.019294007,-0.0038711978,0.018434627,-0.03440407,0.01334819,0.014295107,0.005655519,0.0047633597,-0.013759826,-0.011759254,0.017295346,0.016118811,0.012722401,0.013624846,0.0068400153,8.661508e-05,-0.009969948,0.0060130074,-0.005305745,-0.00053415145,0.035029706,-0.004997811,0.044748455,0.008310958,0.007325253,-0.03762644,0.018377565,0.0049069044,0.011000782,-0.004497313,-0.008010491,-0.004150747,-0.008140795,-0.0048374003,0.007013106,-0.023422254,-0.014645027,0.020924244,0.0050706468,0.025095172,0.02046396,-0.020596206,0.021457959,0.0024609936,-0.003527567,0.0035191057,-0.015822763
LOPERAMIDE,0.0055276975,0.015172347,0.029745463,0.00087779545,0.024470504,0.010129735,0.028367855,0.00474958,0.0327638,0.010805861,0.002242629,0.005067842,0.0018874715,0.00047524463,-0.01381948,-0.0060564303,-0.014103445,0.019916078,0.014007535,0.01323692,-0.008029279,-0.007961552,-0.02125035,-0.020145105,-0.024211492,0.0026932827,-0.0060380017,0.02480961,0.0022115307,-0.01094372,0.006129339,-0.0041445224,-0.017411957,-0.014113612,-0.002130026,0.019197598,-0.0024176294,-0.016996693,-0.0019284582,0.00034022878,-0.011504251,0.0072192503,0.017158916,-0.015044837,0.02408149,0.0027447871,-0.009420131,-0.009268253,-0.002931583,0.018575909,0.0025664982,-0.006337473,-0.0017290809,0.019397791,-0.0030641987,0.011833777,0.0010724299,-2.8787099e-05,0.026792375,-0.019539246,0.00024742732,-0.0054907575,-0.0036471838,0.019659728
LOPERAMIDE HYDROCHLORIDE,0.006797699,0.016168458,0.023998035,0.02949482,0.014986936,0.0019795827,0.01616709,0.0033881846,0.0035116922,-0.011876599,-0.011192637,0.0071363156,-0.007831474,-0.027971951,0.0043595675,-0.002080847,-0.028758412,-0.0059272232,-0.014942931,-0.012214215,0.028500153,0.0047436603,-0.029005196,0.02386145,-0.003337193,-0.009200048,-0.0051537096,0.019352024,-0.005764931,-0.012248154,0.0072639524,0.026575781,-0.0021862565,-0.008973534,0.00458414,0.010755346,0.0031360146,-0.007839399,-0.0081160525,-0.010171546,0.015753713,-0.013133746,0.015597693,-0.0025848222,0.009443634,0.0067101074,0.018535325,0.0032423257,0.02067739,0.03021928,0.0063931565,-0.0003736333,0.0033878922,0.03581379,-0.009904901,0.0013662482,-0.01918097,-0.028284155,0.033681955,-0.015254964,-0.0012539424,-0.001187994,0.0065864795,0.037378352
LOPINAVIR\RITONAVIR,0.0149187995,-0.013235698,0.027756643,0.007617032,0.031189092,0.047247134,0.012551452,0.024066715,0.025245834,0.011962141,0.0075099575,-0.014470072,0.0069833947,-0.0025796522,-0.02015867,0.01365495,0.009898261,-0.016899051,0.012087021,0.011404235,0.0069487123,0.056857426,0.009147787,-0.016002784,0.00023287523,0.017641602,0.016292913,-0.0056076553,0.0075183916,-0.0014972243,0.023519369,0.0068884226,0.02885546,-0.015983867,0.045589503,0.016093511,-0.0039554485,-0.009293199,0.015319081,-0.022603776,-0.0044748154,0.017574033,0.028937625,-0.006625133,0.01358707,0.009630477,-0.024867825,-0.020995645,0.022630686,-0.0031850887,-0.0075410353,0.016157813,-0.0049000974,0.020143887,0.008039193,-0.0009553603,0.0077066245,-0.0034156754,0.009828693,-0.0059896056,0.0036828183,-0.016757144,0.001269683,-0.024665814
LORATADINE,0.012586881,0.01668313,0.019987099,0.008646996,0.05170782,-0.0018685499,0.015763855,0.007853005,0.03160454,-0.022836847,-0.0023020867,-0.0019389414,-0.010620441,-0.006239181,-0.01043597,-0.02998185,-0.00875736,0.016237443,0.019108266,-0.007527337,0.0010070512,-0.01002523,-0.014199628,0.012710992,-0.014409139,-0.016458932,0.010087093,0.0050113057,-0.0056333942,-0.02531737,0.0028781153,0.008926934,0.017328449,-0.026492134,-0.009308737,0.021565882,0.00250215,-0.021881402,-0.020565368,-0.0073424173,-0.0007345476,0.0019659803,0.008367408,-0.012134596,0.027769003,0.0013573426,-0.0086503215,0.003329614,0.028252292,0.008326891,0.017748643,-0.0029397695,0.0017043346,0.032063924,0.003643436,0.017804079,-0.018097842,-0.006109306,0.022604924,-0.005310045,-0.010092868,-0.020384217,-0.024606196,0.026687365
